,confirmed,department,nation,operator,operators_departments,year
2855,unconfirmed,Business,italy,Tiffany Jones,spanish,2019
2856,confirmed,Client,italy,Denise Andrews,german,2019
2857,unconfirmed,Business,italy,Stephen Silva,german,2019
2858,unconfirmed,Business,spain,Tiffany Jones,spanish,2019
2859,confirmed,Client,spain,Mr. Timothy Hall,italan,2019
2860,confirmed,Client,spain,Dennis David,french,2019
2861,confirmed,Client,france,Jerry Rivera,spanish,2019
2862,confirmed,Business,spain,Tiffany Jones,spanish,2019
2863,unconfirmed,Client,spain,Stephen Silva,german,2019
2864,unconfirmed,Business,germany,Zachary Henry,german,2019
2865,unconfirmed,Client,germany,Kenneth Lee,italan,2019
2866,unconfirmed,Client,spain,Denise Andrews,german,2019
2867,confirmed,Client,italy,Tristan Diaz,spanish,2019
2868,unconfirmed,Business,germany,Jerry Rivera,spanish,2019
2869,unconfirmed,Client,spain,Kristen Berry,spanish,2019
2870,unconfirmed,Client,spain,Jerry Rivera,spanish,2019
2871,unconfirmed,Business,france,Stephen Silva,german,2019
2872,unconfirmed,Business,germany,Kristen Berry,spanish,2019
2873,unconfirmed,Business,spain,Tristan Diaz,spanish,2019
2874,unconfirmed,Business,france,Stephen Silva,german,2019
2875,unconfirmed,Business,spain,Tristan Diaz,spanish,2019
2876,unconfirmed,Business,germany,Kenneth Lee,italan,2019
2877,unconfirmed,Client,germany,Tristan Diaz,spanish,2019
2878,unconfirmed,Client,italy,Tammie Friedman,french,2019
2879,unconfirmed,Business,germany,Mr. Timothy Hall,italan,2019
2880,unconfirmed,Client,germany,Zachary Henry,german,2019
2881,unconfirmed,Client,france,Wesley Blanchard,german,2019
2882,unconfirmed,Business,italy,Denise Andrews,german,2019
2883,unconfirmed,Client,germany,James Rivera,spanish,2019
2884,unconfirmed,Business,germany,Zachary Henry,german,2019
2885,unconfirmed,Client,spain,Karen Harrington,german,2019
2886,unconfirmed,Client,spain,Dennis David,french,2019
2887,confirmed,Client,france,Kristen Berry,spanish,2019
2888,unconfirmed,Business,spain,Tiffany Jones,spanish,2019
2889,unconfirmed,Business,france,Tiffany Jones,spanish,2019
2890,unconfirmed,Client,germany,Denise Andrews,german,2019
2891,unconfirmed,Client,germany,Zachary Henry,german,2019
2892,unconfirmed,Client,italy,Zachary Henry,german,2019
2893,unconfirmed,Client,spain,Kenneth Lee,italan,2019
2894,unconfirmed,Business,germany,James Rivera,spanish,2019
2895,unconfirmed,Business,germany,Wesley Blanchard,german,2019
2896,unconfirmed,Client,germany,Wesley Blanchard,german,2019
2897,unconfirmed,Client,france,James Rivera,spanish,2019
2898,confirmed,Client,germany,Kristen Berry,spanish,2019
2899,unconfirmed,Business,germany,Zachary Henry,german,2019
2900,unconfirmed,Client,germany,Zachary Henry,german,2019
2901,unconfirmed,Client,spain,Zachary Henry,german,2019
2902,unconfirmed,Business,italy,Tammie Friedman,french,2019
2903,confirmed,Business,germany,James Rivera,spanish,2019
2904,confirmed,Business,italy,Mr. Timothy Hall,italan,2019
2905,unconfirmed,Client,spain,Tammie Friedman,french,2019
2906,unconfirmed,Business,germany,Karen Harrington,german,2019
2907,unconfirmed,Client,germany,Stephen Silva,german,2019
2908,confirmed,Business,germany,Kristen Berry,spanish,2019
2909,unconfirmed,Client,germany,Stephen Silva,german,2019
2910,confirmed,Business,france,Kenneth Lee,italan,2019
2911,unconfirmed,Client,france,Wesley Blanchard,german,2019
2912,unconfirmed,Client,germany,Stephen Silva,german,2019
2913,confirmed,Client,spain,Mr. Timothy Hall,italan,2019
2914,unconfirmed,Business,germany,Kenneth Lee,italan,2019
2915,unconfirmed,Business,spain,Zachary Henry,german,2019
2916,unconfirmed,Client,france,Tammie Friedman,french,2019
2917,unconfirmed,Business,italy,Zachary Henry,german,2019
2918,unconfirmed,Client,italy,Mr. Timothy Hall,italan,2019
2919,unconfirmed,Business,germany,Tammie Friedman,french,2019
2920,unconfirmed,Business,italy,Kenneth Lee,italan,2019
2921,unconfirmed,Business,germany,Dennis David,french,2019
2922,confirmed,Client,italy,Mr. Timothy Hall,italan,2019
2923,confirmed,Client,france,Dennis David,french,2019
2924,unconfirmed,Client,spain,Zachary Henry,german,2019
2925,unconfirmed,Client,germany,Karen Harrington,german,2019
2926,unconfirmed,Business,germany,Tiffany Jones,spanish,2019
2927,confirmed,Client,spain,Kristen Berry,spanish,2019
2928,unconfirmed,Business,italy,Jerry Rivera,spanish,2019
2929,unconfirmed,Client,germany,Denise Andrews,german,2019
2930,unconfirmed,Client,germany,Stephen Silva,german,2019
2931,unconfirmed,Client,germany,Kristen Berry,spanish,2019
2932,confirmed,Business,germany,Stephen Silva,german,2019
2933,unconfirmed,Business,italy,Tristan Diaz,spanish,2019
2934,unconfirmed,Client,spain,Dennis David,french,2019
2935,unconfirmed,Client,spain,Dennis David,french,2019
2936,unconfirmed,Business,italy,Tammie Friedman,french,2019
2937,confirmed,Business,italy,James Rivera,spanish,2019
2938,unconfirmed,Business,germany,Dennis David,french,2019
2939,unconfirmed,Client,spain,Stephen Silva,german,2019
2940,unconfirmed,Client,spain,Stephen Silva,german,2019
2941,confirmed,Client,spain,Stephen Silva,german,2019
2942,unconfirmed,Business,germany,Zachary Henry,german,2019
2943,unconfirmed,Client,spain,Kenneth Lee,italan,2019
2944,unconfirmed,Business,france,Dennis David,french,2019
2945,unconfirmed,Business,spain,Tiffany Jones,spanish,2019
2946,unconfirmed,Business,spain,Denise Andrews,german,2019
2947,unconfirmed,Client,france,Denise Andrews,german,2019
2948,unconfirmed,Business,italy,Zachary Henry,german,2019
2949,unconfirmed,Client,spain,Tiffany Jones,spanish,2019
2950,unconfirmed,Client,spain,Dennis David,french,2019
2951,unconfirmed,Client,spain,Wesley Blanchard,german,2019
2952,confirmed,Client,france,Stephen Silva,german,2019
2953,unconfirmed,Client,germany,Zachary Henry,german,2019
2954,unconfirmed,Client,germany,Zachary Henry,german,2019
2955,confirmed,Client,spain,Jerry Rivera,spanish,2019
2956,confirmed,Client,germany,Stephen Silva,german,2019
2957,unconfirmed,Business,germany,Kristen Berry,spanish,2019
2958,unconfirmed,Client,germany,Dennis David,french,2019
2959,unconfirmed,Client,spain,Denise Andrews,german,2019
2960,confirmed,Business,germany,Kristen Berry,spanish,2019
2961,unconfirmed,Client,germany,Tiffany Jones,spanish,2019
2962,unconfirmed,Client,spain,Tristan Diaz,spanish,2019
2963,unconfirmed,Business,spain,Stephen Silva,german,2019
2964,unconfirmed,Business,spain,Dennis David,french,2019
2965,unconfirmed,Business,germany,Tiffany Jones,spanish,2019
2966,unconfirmed,Client,france,Mr. Timothy Hall,italan,2019
2967,unconfirmed,Client,germany,James Rivera,spanish,2019
2968,unconfirmed,Client,spain,Zachary Henry,german,2019
2969,unconfirmed,Business,spain,Tiffany Jones,spanish,2019
2970,unconfirmed,Business,italy,Mr. Timothy Hall,italan,2019
2971,confirmed,Client,spain,Tiffany Jones,spanish,2019
2972,unconfirmed,Business,germany,Tammie Friedman,french,2019
2973,unconfirmed,Client,italy,Tammie Friedman,french,2019
2974,unconfirmed,Business,spain,Jerry Rivera,spanish,2019
2975,unconfirmed,Client,spain,Tammie Friedman,french,2019
2976,unconfirmed,Client,italy,James Rivera,spanish,2019
2977,unconfirmed,Client,spain,Wesley Blanchard,german,2019
2978,confirmed,Client,germany,James Rivera,spanish,2019
2979,unconfirmed,Business,france,Tristan Diaz,spanish,2019
2980,confirmed,Client,germany,Wesley Blanchard,german,2019
2981,unconfirmed,Client,italy,Stephen Silva,german,2019
2982,unconfirmed,Business,italy,Stephen Silva,german,2019
2983,unconfirmed,Client,italy,Zachary Henry,german,2019
2984,unconfirmed,Business,spain,James Rivera,spanish,2019
2985,unconfirmed,Business,spain,Jerry Rivera,spanish,2019
2986,confirmed,Client,spain,Denise Andrews,german,2019
2987,confirmed,Client,germany,Denise Andrews,german,2019
2988,unconfirmed,Client,germany,Dennis David,french,2019
2989,unconfirmed,Business,france,Kenneth Lee,italan,2019
2990,unconfirmed,Client,spain,Tammie Friedman,french,2019
2991,unconfirmed,Client,spain,Zachary Henry,german,2019
2992,unconfirmed,Client,germany,Tammie Friedman,french,2019
2993,unconfirmed,Client,spain,Kenneth Lee,italan,2019
2994,unconfirmed,Business,germany,Tammie Friedman,french,2019
2995,unconfirmed,Client,germany,Kristen Berry,spanish,2019
2996,unconfirmed,Client,spain,Zachary Henry,german,2019
2997,unconfirmed,Client,italy,Dennis David,french,2019
2998,unconfirmed,Client,germany,Stephen Silva,german,2019
2999,unconfirmed,Business,spain,Stephen Silva,german,2019
